author,korean_name,matched_user,similarity,affiliations
Hong-Beom Bae,배홍범,배홍범,1.0,"['Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, 160, Baekseo-ro, Dong-gu, Gwangju 61469, Korea']"
Hong-Joon Shin,신홍준,신홍준,1.0,"['Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Hospital, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Hospital, Gwangju, South Korea']"
Hong-Ju Park,박홍주,박홍주,1.0,"['Department of Oral and Maxillofacial Surgery, School of Dentistry, Chonnam National University, Gwangju, South Korea', 'Department of Oral and Maxillofacial Surgery, School of Dentistry, Dental Science Research Institute, Chonnam National University, Gwangju, Republic of Korea', 'Chonnam National University Dental Hospital, Gwangju, Republic of Korea', 'Department of Oral and Maxillofacial Surgery, School of Dentistry, Chonnam National University, Gwangju 61186, Korea']"
Hong-Yeol Yang,양홍열,양홍열,1.0,"['Department of Orthopaedic Surgery, Chonnam National University Medical School and Hospital, 322 Seoyang-ro, Hwasun, Chonnam 58128, Republic of Korea', 'Department of Orthopaedic Surgery, Chonnam National University Medical School and Hospital, Hwasun, Republic of Korea']"
Hoo Sang Park,박후상,박상춘,0.6666666666666666,"['Department of Periodontology, Dental Science Research Institute, School of Dentistry, Chonnam National University, Gwangju, Korea']"
Hoon Hyun,현훈,현훈,1.0,"['Department of Biomedical Sciences, Chonnam National University Medical School, Hwasun 58128, Republic of Korea', 'BioMedical Sciences Graduate Program (BMSGP), Chonnam National University, Hwasun 58128, Republic of Korea', 'Department of Biomedical Sciences, Chonnam National University Medical School, Hwasun 58128, Korea', 'BioMedical Sciences Graduate Program (BMSGP), Chonnam National University, Hwasun 58128, Korea', 'Department of Biomedical Sciences, Chonnam National University Medical School, Hwasun, Korea']"
Hoon In Choi,최훈인,최훈인,1.0,"['Department of Internal Medicine, Chonnam National University Medical School, 42 Jebongro, Gwangju 61469, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju 61469, South Korea']"
Hoon Kook,국훈,국훈,1.0,"['Department of Pediatrics, Pediatric Clinical Neuroscience Center, Seoul National University Children’s Hospital, National University College of Medicine, 101 Daehakro Jongno‑gu, Seoul 110‑744, Republic of Korea', 'Department of Pediatrics, Chonnam National University Medical School, Gwangju, Korea']"
Hoon Sik Choi,최훈식,최명훈,0.6666666666666666,"['Department of Radiation Oncology, Chonnam National University Medical School, Gwangju, Korea']"
Hoon-In Choi,최훈인,최훈인,1.0,"['Department of Internal Medicine, Chonnam National University Medical School, Gwangju, 61469, South Korea']"
Hoonsung Cho,조훈성,조진성,0.6666666666666666,"['School of Materials Science & Engineering, Chonnam National University, 33 Yongbong-ro, Buk-gu, Gwangju 61186, Korea']"
Hui Hwan Kim,김희환,김민희,0.6666666666666666,"['Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Korea']"
Hui Jin,진희,,0.0,"['Department of Ophthalmology, Chonnam National University Medical School and Hospital, Gwangju 61469, Korea', 'Department of Biomedical Sciences and Centers for Creative Biomedical Scientists at Chonnam National University, Gwangju 61469, Korea']"
Hui-Ju Kim,김희주,김민희,0.6666666666666666,"['BioMedical Sciences Graduate Program (BMSGP), Chonnam National University, Hwasun, 58128, Republic of Korea']"
Hwa Jin Cho,조화진,조화진,1.0,"['Inje University Busan Paik Hospital Brain Bank, Busan, Korea', 'Department of Pathology, Busan Paik Hospital, Inje University College of Medicine, Busan, Korea', 'Inje University Busan Paik Hospital Brain Bank, Busan, Korea', 'Department of Pathology, Busan Paik Hospital, Inje University College of Medicine, Busan, Korea', 'Division of Pediatric Cardiology and Cardiac Critical Care, Department of Pediatrics, Chonnam National University Children’s Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Paediatrics, Seoul National University College of Medicine, Seoul, Korea', 'Division of Pediatric Cardiology and Cardiac Critical Care, Department of Pediatrics, Chonnam National University Children’s Hospital and Medical School, Gwangju, South Korea', 'Cardiovascular and Respiratory Research Team, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Pediatrics, Chonnam National University Children’s Hospital and Medical School, Gwangju, Korea', 'Department of Pediatrics, Chonnam National University Children’s Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Pediatrics, Chonnam National University Children’s Hospital and Medical School, 42 Jebong-ro Donggu, Gwangju, Republic of Korea', 'Department of Pediatrics, Chonnam National University Children’s Hospital, Gwangju, Korea', 'Department of Pediatrics, Chonnam National University Medical School, Gwangju, Korea']"
Hwa Jin Kim,김화진,김화진,1.0,"['Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea']"
Hwa Kyung Park,박화경,박화경,1.0,"['Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Chonnam National University Medical School, Gwangju, Republic of Korea']"
Hwa Rang Chae,채화랑,채화인,0.6666666666666666,"['Department of Emergency Medicine, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea']"
Hwa-Jin Cho,조화진,조화진,1.0,"['Department of Pediatrics, Chonnam National University Children’s Hospital and Medical School, Gwangju 61469, Republic of Korea', 'Department of Pediatrics, Chonnam National University Children’s Hospital, Gwangju 61469, Korea', 'Department of Pediatrics, School of Medicine, Chonnam National University, Gwangju 61469, Korea', 'Department of Pediatrics, Chonnam National University Children’s Hospital and Medical School, Gwangju 61706, Korea']"
Hwa-Kyung Park,박화경,박화경,1.0,"['Department of Internal Medicine, Chonnam National University Medical School and Hwasun Hospital, Hwasun, South Korea']"
Hwan Heo,허환,허환,1.0,"['Department of Ophthalmology and Research Institute of Medical Sciences, Chonnam National University Medical School and Hospital, Gwangju, South Korea', 'Department of Ophthalmology, Stanford University School of Medicine, Palo Alto, California', 'Department of Ophthalmology, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea', 'Department of Ophthalmology, Stanford University School of Medicine, Palo Alto, California, USA', 'Department of Ophthalmology, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea', 'NO AFFILIATION LIST', 'Department of Ophthalmology, Stanford University School of Medicine, Palo Alto, California, USA', 'Department of Ophthalmology, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea']"
Hyang Burm Lee,이향범,이수향,0.6666666666666666,"['Department of Agricultural Biological Chemistry, Chonnam National University, Gwangju, Korea']"
Hye Mi Park,박혜미,박미정,0.6666666666666666,"['Department of Radiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Radiology, Chonnam National University Medical School, Gwangju, South Korea', 'Lung and Esophageal Cancer Clinic, Chonnam National University Hwasun Hospital, Hwasun, South Korea', 'Lung and Esophageal Cancer Clinic, Chonnam National University Hwasun Hospital, Hwasun', 'Departments of Radiology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea']"
Hye Won Jeong,정혜원,정혜원,1.0,"['Chonnam National University Hospital, Chonnam National University, Gwangju, Republic of Korea', 'Department of Nursing, Chonnam National University Hospital, Gwangju, South Korea', 'College of Nursing, Chonnam National University, Gwangju, South Korea', 'Department of Nursing, Chonnam National University Hospital, Gwangju, Republic of Korea', 'College of Nursing, Chonnam National University, Gwangju, Republic of Korea', 'Department of Internal Medicine, College of Medicine, Chungbuk National University, Cheongju 28644, Korea', 'Department of Internal Medicine, College of Medicine, Chungbuk University Hospital, Cheongju 28644, Korea']"
Hye-Bin Jang,장혜빈,장혜빈,1.0,"['Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Hwasun Hospital, Hwasun, South Korea']"
Hye-Mi Jin,진혜미,진혜정,0.6666666666666666,"['Department of Internal Medicine, Chonnam National University Medical School and Hospital, Gwangju, South Korea', 'Department of Rheumatology, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea']"
Hye-Su You,유혜수,유수진,0.6666666666666666,"['Division of Gastroenterology, Department of Internal Medicine, Chonnam National University Hospital and Medical School, Gwangju 61706, Republic of Korea']"
Hye-Won Jeong,정혜원,정혜원,1.0,"['Department of Nursing, Chonnam National University Hospital, Gwangju 61469, Korea']"
Hye-Yeon Kim,김혜연,김혜연,1.0,"['Gwangju-Jeonnam Regional Cardiocerebrovascular Center, Chonnam National University Hospital, Gwangju, Korea', 'Department of Preventive Medicine, Chonnam National University Medical School, Hwasun, Korea']"
Hyejin Na,나혜진,나혜랑,0.6666666666666666,"['Department of Pediatrics, Chonnam National University Children’s Hospital, Gwangju 61469, Korea', 'Department of Pediatrics, School of Medicine, Chonnam National University, Gwangju 61469, Korea']"
Hyejoung Cho,조혜정,조혜민,0.6666666666666666,"['Department of Oral Pathology, School of Dentistry, Chonnam National University, 77, Yongbong-ro, Buk-gu, Gwangju 61186, Republic of Korea', 'Department of Neurosurgery, Brain Tumor Center, Severance Hospital, Yonsei University College of Medicine, Seoul 03722, Korea']"
Hyeon Bin Kim,김현빈,김현미,0.6666666666666666,"['Department of Dermatology, Chonnam National University Medical School, Gwangju, Korea']"
Hyeon Jeong Yoon,윤현정,윤현정,1.0,"['Department of Ophthalmology, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea', 'Department of Ophthalmology, Chonnam National University Medical School and Hospital, Gwangju 61469, Korea']"
Hyeon-Jeong Yoon,윤현정,윤현정,1.0,"['Department of Ophthalmology, Chonnam National University Medical School and Hospital, 42 Jebong-ro, Dong-gu, Gwangju 61469, Republic of Korea']"
Hyeon-Jong Kim,김현종,김현종,1.0,"['Department of Hematology-Oncology, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Republic of Korea']"
Hyeon-Shik Hwang,황현식,황현식,1.0,"['Department of Orthodontics, School of Dentistry, Dental Science Research Institute, Chonnam National University, Gwangju', 'Korean Adult Orthodontic Research Institute, Seoul, Korea', 'Professor Emeritus, Department of Orthodontics, School of Dentistry, Chonnam National University, Gwangju, Republic of Korea', 'Department of Orthodontics, School of Dentistry, Chonnam National University, 33 Yongbong-ro, Buk-gu, Gwangju 61186, Korea']"
Hyeong Rok Kim,김형록,김형록,1.0,"['Department of Surgery, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea', 'Department of Surgery, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea', 'Department of Surgery, Chonnam National University Hwasun Hospital and Medical School, 322 Seoyang-ro, Hwasun-eup, Hwasun-gun, Jeonnam 519-763, Korea', 'Department of Surgery, Chonnam National University Hwasun Hospital, Chonnam National University College of Medicine, Gwangju, South Korea']"
Hyeong-Joon Kim,김형준,김형준,1.0,"['Department of Internal Medicine, Chonnam National University, Hwasun Hospital, Hwasun, Republic of Korea']"
Hyeong-min Park,박형민,박형민,1.0,"['Department of Surgery, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea', 'Department of Surgery, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea']"
Hyeoung-Joon Kim,김형준,김형준,1.0,"['Department of Hematology-Oncology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea', 'Department of Hematology-Oncology, Chonnam National University School of Medicine, Hwasun, Jeollanam-do, South Korea', 'Genomic Research Center for Hematopoietic Diseases, Chonnam National University School of Medicine, Hwasun, Jeollanam-do, South Korea', 'Department of Hematology-Oncology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun-gun, South Korea', 'Department of Hematology-Oncology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Gwangju, Republic of Korea', 'NO AFFILIATION LIST', 'Department of Hematology-Oncology, Chonnam National University Hwasun Hospital and Chonnam National University Medical School, South Korea', 'NO AFFILIATION LIST']"
Hyerim Jang,장혜림,장혜지,0.6666666666666666,"['Department of Psychology, Chonnam National University, Gwangju, South Korea']"
Hyo Jae Lee,이효재,이효재,1.0,"['Department of Radiology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea']"
Hyo Shin Kim,김효신,김효신,1.0,"['Department of Internal Medicine, Chonnam National University Medical School and Hospital, Gwangju, South Korea']"
Hyo Sin Kim,김효신,김효신,1.0,"['Department of Surgery, Chonnam National University Medical School and Hospital, Chonnam National University, Gwangju 61469, Korea']"
Hyo Soon Lim,임효순,임효순,1.0,"['Department of Radiology, Chonnam National University Hwasun Hospital, Hwasun-gun, Jeollanam-do, Republic of Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital, 322 Seoyang-ro, Hwasun-eup, Hwasun-gun, Jeollanam-do 58128, Republic of Korea', 'Department of Radiology, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Radiology, Chonnam National University, Gwangju, South Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital, Hwasun, South Korea']"
Hyo-Jae Lee,이효재,이효재,1.0,"['Department of Radiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Radiology, Chonnam National University Medical School, Gwangju, South Korea']"
Hyo-jae Lee,이효재,이효재,1.0,"['Department of Radiology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Radiology, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Radiology, Chonnam National University Hospital, Gwangju, South Korea']"
Hyon E. Choy,최현이,최명이,0.6666666666666666,"['Department of Microbiology, Chonnam National University Medical School, Gwangju, 61469, Republic of Korea']"
Hyong-Ho Cho,조형호,조형호,1.0,"['Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju', 'Hospital-based Business Innovation Center, Chonnam National University Hospital, Gwangju', 'Department of Otolaryngology–Head and Neck Surgery, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, South Korea', 'NO AFFILIATION LIST', 'Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, Korea', 'Department of Biomedical Science, College of Medicine, Chonnam National University Graduate School, BK21 PLUS Center for Creative Biomedical Scientists at Chonnam National University, Gwangju, Korea', 'Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju 61469, Korea', 'Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju', 'Department of Otolaryngology—Head and Neck Surgery, Chonnam National University Hospital and Chonnam National University Medical School, 42 Jebong-ro Dong-gu, Gwangju 501-757, Korea']"
Hyoseong Kim,김효성,김성춘,0.6666666666666666,"['Department of Convergence Biosystems Engineering, Chonnam National University, Gwangju, Republic of Korea', 'Department of Rural and Biosystems Engineering, Chonnam National University, Gwangju, Republic of Korea', 'Interdisciplinary Program in IT-Bio Convergence System, Chonnam National University, Gwangju, Republic of Korea']"
Hyosuk Yun,윤효숙,윤가숙,0.6666666666666666,"['Department of Chemistry, Chonnam National University, Gwangju, South Korea']"
Hyoung Ook Kim,김형욱,김형욱,1.0,"['Department of Radiology, Chonnam National University Hwasun Hospital, Hwasun-gun, Jeollanam-do, Republic of Korea', 'Department of Radiology, Chonnam National University Hwasun Hospital and Chonnam National University Medical School, Hwasun-gun, Jeollanam-do, Republic of Korea', 'Department of Radiology, Chonnam National University Hospital, Gwangju, Korea']"
Hyoung Youn Lee,이형윤,이경윤,0.6666666666666666,"['Department of Emergency Medicine, Chonnam National University Hospital, 61469 Gwangju, Republic of Korea', 'Trauma Centre, Chonnam National University Hospital, Gwangju, Republic of Korea', 'NO AFFILIATION LIST', 'Trauma Center, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Trauma center, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Trauma Centre, Chonnam National University Hospital, 42 Jebong-ro, Dong-gu, Gwangju, Republic of Korea']"
Hyoung-Yeon Seo,서형연,서형연,1.0,"['Department of Orthopedic Surgery, Chonnam National University Medical School and Hospital, 322 Seoyang-ro, Hwasun-eup, Hwasun-gun, Jeollanam-do, Republic of Korea', 'Department of Orthopaedic Surgery, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Orthopaedic Surgery, Chonnam National University Medical School, Gwangju 61469, Korea']"
Hyuk Jin Park,박혁진,박혁진,1.0,"['The Heart Center of Chonnam National University Hospital, Gwangju', 'The Heart Research Center Designated by Korea Ministry of Health and Welfare, Gwangju, Korea']"
Hyuk-Ro Park,박혁로,박혁진,0.6666666666666666,"['Department of AI Convergence, Chonnam National University, 61186, South Korea']"
Hyukjin Park,박혁진,박혁진,1.0,"['Department of Cardiology, Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Cardiology, Chonnam National University Hwasun Hospital, Jeonnam, Republic of Korea']"
Hyun Gyung Lee,이현경,이현경,1.0,"['Department of Pediatrics, Chonnam National University Medical School & Children’s Hospital, Gwangju, Korea', 'Division of Pediatric Endocrinology, Department of Pediatrics, Chonnam National University Children’s Hospital, Chonnam National University Medical School, Gwangju, Korea']"
Hyun Hee Jang,장현희,장희진,0.6666666666666666,"['Department of Parasitology and Tropical Medicine, Chonnam National University Medical School, Hwasun, Gwangju 58128, Jeollanam-do, Korea']"
Hyun Ho Ryu,류현호,류현호,1.0,"['Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, South Korea', 'Chonnam National University, Gwangju, South Korea', 'Department of Emergency Medicine, Chonnam National University, South Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, South Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Chonnam National University College of Medicine, Gwangju, Republic of Korea', 'Department of Emergency medicine, Chonnam National University Hospital, Republic of Korea', 'Chonnam National University College of Medicine, Republic of Korea', 'Chonnam National University Hospital, Gwangju, South Korea', 'Chonnam National University College of Medicine', 'Department of Emergency Medicine, Chonnam National University, Gwangju 61469, Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Emergency Medicine, Chonnam National University Medical School, Gwangju 61469, Korea', 'Department of Emergency Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Laboratory of Emergency Medical Services, Seoul National University Hospital Biomedical Research Institute, Seoul, Korea']"
Hyun Jeong Shim,심현정,심현정,1.0,"['Department of Hemato-Oncology, Chonnam National University Medical School, Gwangju, Korea']"
Hyun Jin Bang,방현진,방현진,1.0,"['Department of Hemato-Oncology, Chonnam National University Medical School, Gwangju, Korea']"
Hyun Ju Yoon,윤현주,윤현주,1.0,"['Department of Cardiology, Chonnam National University School/Hospital, Gwangju, Korea', 'Department of Cardiovascular Medicine, Chonnam National University Medical School/Hospital, Gwangju, Korea', 'Department of Cardiovascular Medicine, Chonnam National University Medical School/Hospital, Gwangju, Korea', 'Department of Internal Medicine, Division of Cardiology, Chonnam National University Hospital, Gwangju KS018, Korea', 'The Heart Center of Chonnam National University Hospital, Gwangju', 'The Heart Research Center Designated by Korea Ministry of Health and Welfare, Gwangju, Korea']"
Hyun Jung Shim,심현정,심현정,1.0,"['Department of Hemato-Oncology, Chonnam National University Medical School, Gwangju, South Korea']"
Hyun Kook,국현,국현,1.0,"['Basic Research Laboratory for Vascular Remodeling, Chonnam National University Medical School, Jeollanam-do, Republic of Korea', 'Department of Pharmacology, Chonnam National University Medical School, Jeollanam-do, Republic of Korea']"
Hyun Kyung Ryu,류현경,류현경,1.0,"['Department of Obstretrics and Gynecology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Obstetrics and Gynecology, Chonnam National University Medical School, Gwangju 61469, South Korea']"
Hyun Myung Oh,오현명,오서현,0.6666666666666666,"['Department of Plastic and Reconstructive Surgery, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Plastic and Reconstructive Surgery, Chonnam National University Hospital, Gwangju 61469, South Korea']"
Hyun Soo Kim,김현수,김현수,1.0,"['Department of Laboratory Medicine, Hallym University College of Medicine, Hwaseong, Korea', 'Department of Laboratory Medicine, Hallym University Dongtan Sacred Heart Hospital, Hallym University College of Medicine, Hwaseong 18450, Korea', 'Department of Laboratory Medicine, Hallym University Dongtan Sacred Heart Hospital, Hallym University College of Medicine, Hwaseong 18450, Korea', 'Division of Gastroenterology, Department of Internal Medicine, Chonnam National University Medical School, Gwangju 61469, Republic of Korea', 'Department of Laboratory Medicine, Hallym University Dongtan Sacred Heart Hospital, Hallym University College of Medicine, Hwaseong, South Korea']"
Hyun-Ah Kim,김현아,김현아,1.0,"['Department of Prosthodontics, School of Dentistry, Chonnam National University, Gwangju 61186, Republic of Korea']"
Hyun-Ju Cho,조현주,조현주,1.0,"['Department of Internal Medicine, Chonnam National University Medical School and Hwasun Hospital, Hwasun, 58128, Republic of Korea']"
Hyun-Ju Lee,이현주,이현주,1.0,"['Research Center for Cancer Immunotherapy, Chonnam National University Hwasun Hospital, Hwasun, South Korea']"
Hyun-Jung Choi,최현정,최현정,1.0,"['Department of Laboratory Medicine, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Laboratory Medicine, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Laboratory Medicine, Chonnam National University Medical School and Hospital, Gwangju, South Korea']"
Hyun-Pil Lim,임현필,임현필,1.0,"['Department of Prosthodontics, School of Dentistry, Chonnam National University, Gwangju 61186, Republic of Korea', 'Department of Prosthodontics, School of Dentistry, Chonnam National University, 33 Yongbong-ro, Buk-gu, Gwangju 61186, Korea', 'Department of Prosthodontics, School of Dentistry, Chonnam National University, Gwangju, 61186, Republic of Korea']"
Hyun-Seok Jang,장현석,장현석,1.0,"['Division of Trauma, Department of Surgery, Chonnam National University Medical School and Hospital, Gwangju 61469, South Korea']"
Hyun-Soo Kim,김현수,김현수,1.0,"['Division of Gastroenterology, Department of Internal Medicine, Chonnam National University Hospital and Medical School, Gwangju 61706, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju', 'Division of Gastroenterology and Hepatology, Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, 8 Hak-Dong, Dong-ku, Gwangju 501-757, Republic of Korea']"
Hyun-Woo Choi,최현우,최현우,1.0,"['Departments of Laboratory Medicine, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Laboratory Medicine, Chonnam National University Bitgoeul Hospital, Gwangju, South Korea']"
HyunWoo Choi,최현우,최현우,1.0,"['Department of Laboratory Medicine, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Korea']"
Hyung Chae Yang,양형채,양형채,1.0,"['Department of Otolaryngology–Head and Neck Surgery, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, South Korea', 'Department of Otolaryngology-Head and Neck Surgery and Department of Anatomy, Chonnam National University Medical School, Gwangju, South Korea', 'Chonnam National University Hospital, Gwangju, South Korea', 'Division of Sleep and Circadian Disorders, Department of Medicine and Neurology, Brigham and Women’s Hospital and Harvard Medical School, Boston, Massachusetts', 'Department of Otolaryngology-Head and Neck Surgery, Chonnam National University Medical School and Chonnam National University Hospital, Gwangju, Republic of Korea', 'Division of Sleep and Circadian Disorders, Department of Medicine and Neurology, Brigham and Women’s Hospital and Harvard Medical School, Boston, MA, United States of America', 'Department of Otolaryngology—Head and Neck Surgery, Chonnam National University Hospital and Chonnam National University Medical School, 42 Jebong-ro Dong-gu, Gwangju 501-757, Korea']"
Hyung Gon Lee,이형곤,이형곤,1.0,"['Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Gwangju, Korea', 'BioMedical Sciences Graduate Program (BMSGP), Chonnam National University, Gwangju, Korea', 'Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Gwangju 61469, Korea', 'Center for Creative Biomedical Scientists, Chonnam National University Medical School, Gwangju 61469, Korea']"
Hyung Keun Kim,김형근,김형근,1.0,"['Department of Orthopaedics Surgery, Center for Joint Disease of Chonnam National University Hwasun Hospital, 322 Seoyang-ro, Hwasun-eup 519-763, Korea', 'Korea Biomedical Materials and Devices Innovation Research Center, Chonnam National University Hospital, 42 Jebong-ro, Dong-gu, Gwangju 501-757, Korea']"
Hyung Nam Jin,진형남,진영빈,0.3333333333333333,"['Department of Ophthalmology, Chonnam National University Medical School and Hospital, 42 Jebong-ro, Dong-gu, Gwangju 61469, South Korea']"
Hyung Seok Kim,김형석,김형석,1.0,"['Department of Forensic Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Hyung Yoon Kim,김형윤,김형윤,1.0,"['Department of Cardiology, Chonnam National University School/Hospital, Gwangju, Korea', 'Department of Cardiovascular Medicine, Chonnam National University Medical School/Hospital, Gwangju, Korea', 'Department of Cardiovascular Medicine, Chonnam National University Medical School/Hospital, Gwangju, Korea', 'The Heart Center of Chonnam National University Hospital, Gwangju', 'The Heart Research Center Designated by Korea Ministry of Health and Welfare, Gwangju, Korea']"
Hyung-Hoon Oh,오형훈,오형훈,1.0,"['Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School, 8 Hak-Dong, Dong-ku, Gwangju 501-757, Republic of Korea']"
Hyung-Jeong Yang,양형정,양형정,1.0,"['Department of AI Convergence, Chonnam National University, 61186, South Korea']"
Hyung-Joo Oh,오형주,오형주,1.0,"['Department of Internal Medicine, Chonnam National University Medical School and Hwasun Hospital, Hwasun, 58128, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Hwasun Hospital, Jeonnam, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Chonnam National University Medical School, Gwangju, Republic of Korea']"
Hyung-Joo Yu,유형주,유주영,0.6666666666666666,"['Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Hyung-Keun Kim,김형근,김형근,1.0,"['Korea Biomedical Materials and Devices Innovation Research Center, Chonnam National University Hospital, Gwangju, Republic of Korea']"
Hyung-Seok Kim,김형석,김형석,1.0,"['Department of Forensic Medicine, Chonnam National University Medical School, Gwangju 61469, Korea']"
Hyunho Ryu,류현호,류현호,1.0,"['Chonnam National University Hospital, Gwangju 61186, Republic of Korea', 'Chonnam National University, Gwangju 61186, Republic of Korea']"
Hyunseok Jang,장현석,장현석,1.0,"['Division of Trauma, Department of Surgery, Chonnam National University Medical School and Hospital, Chonnam National University, Gwangju 61469, Korea', 'Division of Trauma, Department of Surgery, Chonnam National University Medical School and Hospital, Gwangju- South Korea']"
Hyunsoo Kim,김현수,김현수,1.0,"['NO AFFILIATION LIST', 'Department of Neurology, Chonnam National University Medical School & Hospital, Gwangju, South Korea']"
I.-J. Oh,오이제이,,0.0,"['Department of Internal Medicine, Chonnam National University Medical School, Hwasun-gun Jeollanam-do, Republic of Korea']"
ICK-JOON CHO,조익준,조관익,0.6666666666666666,"['Radiation Oncology, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Ick Joon Cho,조익준,조관익,0.6666666666666666,"['Department Radiation Oncology, Chonnam National University Medical School, Gwangju 61469, Korea']"
